DATE,e_calcium,e_calories,e_carbs,e_cholesterol,e_fiber,e_protein,e_sat_fat,e_sodium,e_sugar,e_unsat_fat,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_deep,s_duration,s_light,s_quality,s_rem
20131005,,,,,,,,,,,7674.0,266.374001548,9377.0,32220.0,1510.0,6600.0,14158.0,0.0,0.0,,,,,,,,,,,,,101.0,681.0,510.0,0.0,90.0,13981.0,24713.0,10732.0,85.0,0.0
20131006,,,,,,,,,,,8825.0,307.693000007,10867.0,29280.0,1793.0,5820.0,16283.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131007,,,,,,,,,,,5751.0,207.243000338,7336.0,37320.0,1710.0,8340.0,10832.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131008,,,,,,,,,,,6174.0,210.399001209,7598.0,39000.0,1133.0,8100.0,11418.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131009,,,,,,,,,,,7347.0,255.981999401,9208.0,38760.0,1446.0,9780.0,13761.0,0.0,0.0,,,,,,,,,,,,,107.0,745.0,516.0,0.0,96.0,12609.0,24609.0,12000.0,79.0,0.0
20131010,,,,,,,,,,,6519.0,221.175001038,7919.0,35280.0,1030.0,6960.0,11960.0,0.0,0.0,,,,,,,,,,,,,4.0,1019.0,383.0,0.0,1428.0,12923.0,22823.0,9900.0,81.0,0.0
20131011,,,,,,,,,,,8371.0,285.352000831,10230.0,37680.0,1394.0,4740.0,15434.0,0.0,0.0,,,,,,,,,,,,,95.0,671.0,439.0,0.0,84.0,13544.0,20744.0,7200.0,77.0,0.0
20131012,,,,,,,,,,,11131.0,394.241000844,13996.0,31200.0,1530.0,7140.0,20800.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131013,,,,,,,,,,,4014.0,141.792999446,5076.0,43140.0,1402.0,8700.0,7537.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131014,,,,,,,,,,,6607.0,236.783000698,8300.0,37920.0,1541.0,9000.0,12379.0,0.0,0.0,,,,,,,,,,,,,6119.0,1126.0,30318.0,1.0,5418.0,13980.0,23936.0,9956.0,82.0,0.0
20131015,,,,,,,,,,,6387.0,222.496000394,7948.0,39360.0,1026.0,7260.0,11902.0,0.0,0.0,,,,,,,,,,,,,2939.0,1440.0,30305.0,0.0,1805.0,13380.0,27595.0,14215.0,90.0,0.0
20131016,,,,,,,,,,,7832.0,270.139001131,9642.0,39420.0,1256.0,6540.0,14491.0,0.0,0.0,,,,,,,,,,,,,3539.0,665.0,27474.0,0.0,2874.0,11940.0,24207.0,12267.0,81.0,0.0
20131017,,,,,,,,,,,4789.0,170.577000201,6036.0,38880.0,864.0,18840.0,8979.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131018,,,,,,,,,,,122.0,4.44400000572,157.0,50400.0,38.0,50400.0,232.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131019,,,,,,,,,,,7495.0,258.060000641,9198.0,28680.0,3205.0,3780.0,13854.0,0.0,0.0,,,,,,,,,,,,,9659.0,2448.0,30887.0,1.0,8987.0,8831.0,20125.0,11294.0,62.0,0.0
20131020,,,,,,,,,,,5257.0,181.220000772,6416.0,35580.0,913.0,9180.0,9661.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131021,,,,,,,,,,,5005.0,171.862000166,6151.0,38880.0,775.0,8100.0,9246.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131022,,,,,,,,,,,5320.0,188.251000198,6668.0,41220.0,1419.0,6240.0,9924.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131023,,,,,,,,,,,5672.0,194.351001024,6902.0,41940.0,1232.0,7020.0,10398.0,0.0,0.0,,,,,,,,,,,,,7079.0,816.0,29370.0,0.0,6270.0,11274.0,22374.0,11100.0,73.0,0.0
20131024,,,,,,,,,,,43616.0,115.846000401,4153.0,43680.0,697.0,8820.0,6301.0,1.0,43238.0,,,,,,,,,,,,,,,,,,,,,,
20131025,,,,,,,,,,,5046.0,175.251999853,6248.0,41280.0,785.0,5880.0,9371.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131026,,,,,,,,,,,9476.0,332.862999765,11765.0,33600.0,1783.0,3660.0,17628.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131027,,,,,,,,,,,4950.0,176.427999899,6243.0,25680.0,770.0,2340.0,9285.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
